ligne,rating,themes,plies_historique,nb_coups_legaux,coup_reseau,reussi_reseau,p_correct_reseau,rang_correct_reseau,value_reseau,coup_recherche,reussi_recherche,part_visites_correct,duree_s,erreur
0,1615,crushing discoveredAttack middlegame short,20,37,c1f4,False,0.1725088086254601,2,0.0772814229130745,f3e5,True,0.9528571367263794,3.277629799999886,
2,1817,deflection endgame mate mateIn2 short,78,20,a3f8,True,0.4512267983343789,1,-0.9981061220169067,a3f8,True,0.9800000190734863,0.17679899999984627,
4,1500,endgame mate mateIn2 short,49,28,h6c1,True,0.44306537159756454,1,-0.9009530544281006,h6c1,True,0.9857142567634583,0.11179540000011912,
6,1458,advantage attraction exposedKing fork long middlegame sacrifice,53,31,g7b2,False,0.001396936739789637,23,-0.4989856481552124,g7b2,False,0.0,4.016119099999742,
8,1550,endgame mate mateIn2 queenRookEndgame short,72,24,h7f7,False,0.07561057055020576,4,0.055770646780729294,c7c8,True,0.9528571367263794,0.28374950000034005,
10,1709,attraction endgame mate mateIn4 sacrifice veryLong,58,37,g2g7,True,0.4009111690691678,1,-0.3911488950252533,g2g7,True,0.9800000190734863,0.6275208000006387,
12,1705,crushing deflection endgame long,42,49,d1e1,False,0.06496764018822869,4,-0.8731661438941956,f4h4,True,0.8700000047683716,3.7986424000000625,
14,1887,mate mateIn2 middlegame sacrifice short,47,35,d5e7,False,0.0004726477401423126,6,0.16482503712177277,b7e7,False,0.0,4.319926199999827,
16,1812,crushing endgame fork long quietMove,65,39,c5h5,False,0.009471677974257029,9,0.27825191617012024,c5h5,False,0.0014285714132711291,4.7764422000000195,
18,1744,crushing deflection fork master middlegame short,36,39,g4h5,True,0.9146267510840604,1,-0.4124760627746582,g4h5,True,0.9942857027053833,3.2432777000003625,
20,1774,crushing discoveredAttack long middlegame,36,38,d1h5,False,0.2210383982928901,2,-0.0479540191590786,c5b7,False,0.009999999776482582,4.423378200000116,
22,1549,endgame mate mateIn2 sacrifice short,55,42,g7g6,False,0.09241071654009145,5,0.9136505722999573,g3h3,True,0.9200000166893005,0.37009480000051553,
24,1452,crushing endgame fork short,82,32,f5f6,True,0.6149843638096203,1,0.3372778594493866,f5f6,True,0.9800000190734863,4.525835700000243,
26,1699,advancedPawn endgame mate mateIn1 oneMove promotion,112,24,h7h8q,True,0.8658985997286591,1,-0.09269090741872787,h7h8q,True,0.9942857027053833,0.043149399999492744,
28,1509,crushing deflection discoveredAttack endgame pin queensideAttack short,54,34,c5a6,True,0.2409051087334283,1,-0.05029158294200897,c5a6,True,0.9700000286102295,2.214339299999665,
30,1537,crushing endgame fork hangingPiece long,58,27,h4d8,True,0.86673996864134,1,0.0035171809140592813,h4d8,True,0.9971428513526917,4.773334200000136,
32,1825,crushing endgame exposedKing fork long,69,28,g3f3,True,0.6484142346647999,1,-0.36789995431900024,g3f3,True,0.9871428608894348,2.9450063000003865,
34,1795,attraction kingsideAttack long mate mateIn3 middlegame sacrifice,41,42,b6h6,False,0.002152648717702373,15,0.5016167163848877,b6d4,False,0.0,3.8615929999996297,
36,1640,mate mateIn1 middlegame oneMove,33,29,h6g6,False,0.3181307456598428,2,-0.2625714838504791,h5h3,True,0.9800000190734863,0.12389859999984765,
38,1598,advantage fork long middlegame,68,43,g4h6,True,0.5117937026815017,1,-0.27614229917526245,g4h6,True,0.9599999785423279,4.368069000000105,
40,1595,deflection endgame kingsideAttack long mate mateIn3 sacrifice,49,37,e8e2,False,0.0007113354899016475,21,-0.7945442199707031,e8e2,False,0.0,4.2813191000004736,
42,1893,discoveredAttack mate mateIn2 middlegame short,74,40,b2c1,False,0.06495532134837127,6,-0.25929874181747437,d4f5,True,0.949999988079071,0.35368499999913183,
44,1878,crushing discoveredAttack discoveredCheck hangingPiece long middlegame sacrifice,63,40,c5b5,True,0.9173995249515848,1,0.2828517556190491,c5b5,True,0.9742857217788696,4.189382699999442,
46,1798,master mate mateIn1 middlegame oneMove pin,41,41,g5h4,False,0.0002088181345147468,28,0.14297735691070557,g5h4,False,0.0,4.225371900000027,
48,1467,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,31,50,b5e2,False,0.0016500261521178972,16,-0.894320547580719,b5e2,False,0.0,4.279990800000633,
50,1645,advantage middlegame pin short,23,39,g8f6,False,0.023322572628739928,7,0.054519183933734894,f7f5,False,0.06142857298254967,4.465063700000428,
52,1810,exposedKing long mate mateIn3 middlegame queensideAttack,64,40,a1a8,True,0.6972853889314659,1,-0.03161508962512016,a1a8,True,0.9871428608894348,0.97071539999979,
54,1723,crushing long middlegame pin,66,57,e8f8,True,0.3041903172498138,1,-0.2860308885574341,e8f8,True,0.9700000286102295,1.188532799999848,
56,1503,discoveredAttack discoveredCheck enPassant endgame mate mateIn2 short,66,30,d3e4,True,0.9968395633194633,1,-0.005720954854041338,d3e4,True,0.9985714554786682,0.044097099999817146,
58,1669,crushing discoveredAttack master middlegame short,67,29,d6b4,False,0.341341101855206,2,-0.08426405489444733,c4b3,True,0.9328571557998657,4.05687190000026,
60,1635,advantage fork middlegame veryLong,24,21,d1d4,True,0.5378210514233853,1,-0.07660334557294846,d1d4,True,0.9828571677207947,4.627169200000026,
62,1511,crushing defensiveMove kingsideAttack middlegame pin veryLong,26,47,c2d2,False,0.006042310863326536,18,0.18433412909507751,c2d2,False,0.0,4.691182100000333,
64,1693,crushing middlegame short trappedPiece,40,42,h1h4,True,0.25002234056293604,1,0.3919527530670166,h1h4,True,0.9571428298950195,6.444902999999613,
66,1538,crushing endgame intermezzo long pin sacrifice skewer,74,31,c4d5,False,0.003745942223012003,12,-0.44574061036109924,c4d5,False,0.0,4.9106262999994215,
68,1733,advantage attraction fork long middlegame sacrifice,38,41,c4a6,False,0.00021678698371398815,13,-0.5733318328857422,c4a6,False,0.0,4.339572899999439,
70,1673,endgame mate mateIn2 short,65,36,d5a2,True,0.7485946478924635,1,-0.8393352627754211,d5a2,True,0.9900000095367432,0.11667959999977029,
72,1707,advantage capturingDefender long middlegame,56,29,d1d2,False,0.09282519870168267,4,-0.9096564054489136,e1e3,True,0.9599999785423279,4.888694699999178,
74,1813,crushing middlegame short skewer,30,35,g4f4,False,0.17197830201165606,3,0.00024151054094545543,g4h4,True,0.9671428799629211,4.5531232000003,
76,1541,advantage long middlegame skewer,65,36,f3g1,False,0.11860424206120446,4,-0.8737464547157288,f3g1,False,0.12714286148548126,4.446342299999742,
78,1465,advancedPawn endgame mate mateIn1 oneMove promotion,64,20,g1g8,False,0.12461525630460055,2,-0.4757537245750427,h7g8q,True,0.977142870426178,0.12114830000064103,
80,1464,crushing deflection endgame exposedKing rookEndgame veryLong,125,26,h5g5,True,0.5458881227559762,1,-0.039229005575180054,h5g5,True,0.9714285731315613,4.499553999999989,
82,1452,crushing opening short trappedPiece,12,40,e3d2,False,0.12904050741036466,3,-0.0517301969230175,c3a4,True,0.9528571367263794,4.772651099999166,
84,1868,crushing kingsideAttack long master middlegame pin sacrifice,39,49,b2a3,False,0.05034420983274866,5,0.37941715121269226,e8e3,True,0.927142858505249,4.706754099999671,
86,1503,anastasiaMate attraction mate mateIn2 middlegame sacrifice short,67,41,g7d4,False,0.000558146056532467,30,-0.8951919078826904,g7e5,False,0.0,4.61065729999973,
88,1499,clearance endgame mate mateIn2 operaMate sacrifice short,69,25,g4f3,True,0.5261103646815269,1,-0.5957365036010742,g4f3,True,0.9814285635948181,0.19688310000037745,
90,1463,endgame long mate mateIn3 rookEndgame,89,12,h4g3,True,0.7007524782658919,1,-0.09941036254167557,h4g3,True,0.9900000095367432,0.26821100000051956,
92,1576,attraction kingsideAttack long mate mateIn3 middlegame sacrifice,53,53,c8c1,True,0.5628897759122474,1,-0.09331128746271133,c8c1,True,0.9514285922050476,5.0499706999999034,
94,1781,crushing kingsideAttack long middlegame xRayAttack,34,42,f5e6,False,0.033950535149170805,3,0.39643049240112305,f5e6,False,0.037142857909202576,5.18311199999971,
96,1468,advancedPawn crushing deflection endgame promotion rookEndgame short,93,17,d3d2,False,0.13548349982701646,2,-0.7575963735580444,h8h7,True,0.9628571271896362,4.677166700000271,
98,1599,advantage attraction deflection middlegame veryLong,42,40,f1f7,False,0.22558495150007435,3,-0.9133248925209045,d4c6,True,0.9657142758369446,4.441797599999518,
100,1689,crushing endgame fork short,82,25,f5d5,False,0.24193898879590608,2,0.3450780510902405,f5d7,True,0.8071428537368774,4.083007799999905,
102,1508,advantage kingsideAttack middlegame sacrifice short,32,34,h2h4,False,0.24398966229412666,2,0.2450568825006485,f4g6,True,0.7757142782211304,4.227064900000187,
104,1698,crushing long middlegame pin,40,44,e4e6,True,0.20925844972768678,1,-0.32759368419647217,e4e6,True,0.9685714244842529,1.1970365000006495,
106,1511,endgame master mate mateIn1 oneMove operaMate,83,23,e2f2,True,0.5549729282171667,1,-0.006685484200716019,e2f2,True,0.9800000190734863,0.10536029999911989,
108,1484,advantage fork long middlegame,47,34,e8e2,True,0.8838087749751236,1,0.393364816904068,e8e2,True,0.9928571581840515,4.223607300000367,
110,1769,attraction clearance crushing endgame long pin queenRookEndgame,84,24,g6f6,True,0.29158667623314943,1,-0.7829289436340332,g6f6,True,0.9700000286102295,4.2397461999998995,
112,1580,crushing fork long middlegame,51,38,g4e5,False,0.05225619418102215,6,-0.04230248183012009,g4e3,True,0.9142857193946838,4.296174599999176,
114,1692,advantage fork middlegame short,25,39,f4h3,False,0.37699361030667705,2,-0.14649152755737305,f4e2,True,0.977142870426178,4.272823600000265,
116,1541,advantage endgame fork long,61,23,c2d2,True,0.2300655788285002,1,-0.7295810580253601,c2d2,True,0.9585714340209961,4.593790700000682,
118,1889,advantage middlegame pin sacrifice short,35,34,f5f2,False,0.07199608483262385,5,0.08710268139839172,d7e5,True,0.9485714435577393,4.323595400000158,
120,1592,attackingF2F7 mate mateIn2 middlegame pin short,36,47,e6g6,True,0.28964375722524577,1,-0.5996560454368591,e6g6,True,0.9257143139839172,4.712743899999623,
122,1768,advantage discoveredAttack middlegame short,29,36,b6d6,True,0.7502051421861158,1,-0.7616709470748901,b6d6,True,0.9928571581840515,5.229896800000461,
124,1892,crushing deflection endgame sacrifice veryLong,83,32,f5g6,False,0.007245753609962462,7,0.2810729742050171,f5g6,False,0.0,5.049207899999601,
126,1587,attraction long mate mateIn3 middlegame sacrifice,46,48,d5f3,False,0.01744389852848386,9,-0.4701937437057495,h1h7,True,0.6871428489685059,1.7007745000000796,
128,1763,crushing fork middlegame short,81,35,c4c3,False,0.22217869615326757,2,0.19499893486499786,e4c3,True,0.9628571271896362,4.813649200000327,
130,1587,advancedPawn advantage endgame hangingPiece knightEndgame promotion veryLong,94,8,d4e5,False,0.17463283433776497,2,0.3019803762435913,f4e5,True,0.9557142853736877,4.331604399999378,
132,1525,crushing deflection endgame rookEndgame short,94,22,f5b5,False,0.033534796783492325,5,-0.15027408301830292,h5h6,True,0.8757143020629883,4.383196599999792,
134,1781,crushing fork middlegame short trappedPiece,29,42,d6e5,True,0.6895720765870593,1,0.006483813747763634,d6e5,True,0.9857142567634583,4.06861200000003,
136,1708,discoveredAttack kingsideAttack mate mateIn2 middlegame sacrifice short,32,47,h1h7,False,0.0450786893846278,6,-0.17127132415771484,e4f6,True,0.9242857098579407,0.39655560000028345,
138,1762,crushing middlegame short xRayAttack,56,40,d1d5,False,0.13965401589630877,2,0.033024463802576065,d1d5,False,0.11142857372760773,4.199209800000062,
140,1885,clearance crushing exposedKing fork long middlegame,58,49,e6h6,True,0.6021184023612207,1,0.12979191541671753,e6h6,True,0.9757142663002014,4.263677099999768,
142,1879,advantage capturingDefender discoveredAttack long middlegame,29,34,d2b2,False,0.009425249137936237,5,-0.29163655638694763,d2b2,False,0.0,4.339295099999617,
144,1630,advantage attraction long middlegame,56,36,e3e8,True,0.5032873020631009,1,-0.4507817029953003,e3e8,True,0.9800000190734863,4.4738813999993,
146,1592,crushing fork long middlegame,76,32,c8h8,True,0.8740977442420632,1,-0.8245801329612732,c8h8,True,0.9942857027053833,4.45777150000049,
148,1456,endgame mate mateIn1 oneMove pillsburysMate,71,25,g2g6,True,0.7636749364017261,1,-0.08811014145612717,g2g6,True,0.9885714054107666,0.08279719999973167,
150,1817,advantage discoveredAttack middlegame short,53,26,c6d4,False,0.12768334315218588,3,-0.8390377163887024,e7a3,True,0.9628571271896362,4.365602500000023,
152,1787,attraction crushing deflection endgame exposedKing master veryLong,83,19,a5b4,False,0.07819382459519701,3,-0.056208617985248566,h5h4,True,0.954285740852356,5.199135800000477,
154,1855,crushing deflection endgame master short,70,40,d4d7,True,0.5032415907010338,1,0.03195882588624954,d4d7,True,0.9200000166893005,5.368402500000229,
156,1871,attraction crushing exposedKing middlegame pin veryLong,46,42,c2g6,True,0.7366101783450286,1,0.18988044559955597,c2g6,True,0.9885714054107666,3.26688970000032,
158,1858,advancedPawn crushing endgame pawnEndgame promotion quietMove sacrifice veryLong,74,6,d4d5,False,0.07913543590014153,3,-0.2831699252128601,a4a5,True,0.8999999761581421,5.1172177999997075,
160,1559,kingsideAttack mate mateIn1 middlegame oneMove,26,44,b1h7,True,0.5682766970812901,1,-0.03075663186609745,b1h7,True,0.9785714149475098,0.08944359999986773,
162,1748,advantage hangingPiece long middlegame,60,6,b1b7,True,0.9290602305906017,1,0.6063936948776245,b1b7,True,0.9971428513526917,3.1483479999997144,
164,1571,advantage defensiveMove long middlegame trappedPiece,34,35,g1e2,False,0.07114072121365915,4,-0.7839343547821045,d1a1,True,0.9457142949104309,4.003706999999849,
166,1633,advantage discoveredAttack middlegame short,43,37,b5b4,False,0.005314149651449923,5,-0.2879181206226349,b5b4,False,0.0,4.434467599999152,
168,1865,advantage master masterVsMaster middlegame short xRayAttack,53,41,c3d3,False,0.2260834686482012,2,0.4523737132549286,c3e1,True,0.9628571271896362,4.3299541000005775,
170,1538,attackingF2F7 mate mateIn1 middlegame oneMove,46,42,b3f7,True,0.9399143851504247,1,0.565211296081543,b3f7,True,0.9971428513526917,0.04251159999967058,
172,1758,crushing long middlegame pin queensideAttack,57,35,c6c7,False,0.08000723531485562,3,-0.9520336985588074,c5b3,True,0.954285740852356,4.29074750000018,
174,1494,crushing middlegame short trappedPiece,28,42,e1g1,False,0.14678276202946702,3,0.3888380825519562,c1g5,True,0.9457142949104309,4.257698800000071,
